smi,h,f,spe
CN=NC(C)(CC1=CNN=C1)ON=CN,-716.904518,-716.965387,-717.156396
CN=NC(O)(CN=N)CN1CO1,-621.182427,-621.236137,-621.377672
CC=NOCC(O)(CC(=N)N)N=NC,-699.893252,-699.953864,-700.149372
CN=NC(O)(CNC=N)CC(N)=O,-660.665848,-660.72031,-660.894572
CN=NC(C)(CC1=COC=N1)OC(=N)N(C)C,-815.423686,-815.487799,-815.722281
CN=NC(C)(CC1COCO1)OC(=N)NC,-798.404762,-798.470595,-798.709925
CC=NOCC(O)(CC=NO)N=NC,-719.697662,-719.758436,-719.939202
CN=NC(C)(COC)OC(C)=NO,-665.589829,-665.650524,-665.837933
CC=NOCC(C)(N=NC)OC(=O)NC,-759.099797,-759.163141,-759.371322
CN=NC(C)(CN=O)OC1C=CC=C1,-665.30517,-665.359245,-665.537532
CN=NC(O)(CN=O)CON=C(C)C,-719.696777,-719.75815,-719.937481
CN=NC(O)(CC=NO)CN(C)C,-645.697538,-645.755573,-645.958084
CN=NC(C)(CC=NO)OC1=NC=CO1,-756.677302,-756.73716,-756.903478
CN=NC(C)(CN(C)C)OC#N,-569.289117,-569.344857,-569.520912
CN=NC(C)(OC(=O)N(C)C)C(N)N,-701.151979,-701.21441,-701.433116
C=NCC(C)(N=NC)OC1CCCNN1,-703.220856,-703.281003,-703.532238
C=NOC(C)(CN(C)C)N=NC,-570.441919,-570.498555,-570.696126
CN=CCC(O)(COC=O)N=NC,-664.462074,-664.520554,-664.688106
CN=NC(C)(CC=N)OC(=O)N(C)C,-683.890831,-683.954339,-684.158941
CN=NC(O)(COC(C)=O)CC(=O)O,-759.659992,-759.720845,-759.879617
CN=NC(C)(COC)OC(=O)N(C)C,-704.945416,-705.008901,-705.224316
CN=NC(C)(COO)OC1=CC=NO1,-738.376293,-738.432539,-738.582947
CN=NC(C)(ON1CO1)C(O)O,-662.17481,-662.228989,-662.368383
CN=NC(C)(COO)OC(=O)OC,-721.423074,-721.479205,-721.635506
CN=NC(C)(COC=O)ON=C=O,-699.171113,-699.227655,-699.348258
CN=NC(O)(COC)CC1CCOO1,-724.740845,-724.800572,-725.008294
CN=NC(C)(CC(=O)N(C)C)OC(=O)NC(C)=O,-911.847326,-911.920803,-912.162787
CN=NC(O)(CC(N)=O)CC(=O)NC,-719.879025,-719.937772,-720.124984
CN=NC(C)(CNC=O)OC1COCOC1,-818.30617,-818.368875,-818.599737
CN=NC(O)(CN(C)C=O)CN1CCCOC1,-837.720414,-837.786872,-838.056359
CN=NC(O)(CC1=CNN=C1)CC1=CC=NC=N1,-831.297482,-831.359021,-831.57006
CN=NC(C)(CC1=NC=CN1)OC1=NC=CC=N1,-831.31751,-831.379506,-831.589192
CN=NC(C)(CC1COCCN1)OC1CC1,-746.359365,-746.420779,-746.700743
CN=NC(O)(CC(=O)NC(C)=O)CC1COCN1,-911.800071,-911.868102,-912.118109
N=CC(O)C(CCN(C=O)C=O)ON(C=O)C=O,-966.434273,-966.501818,-966.68993
N=CC(ON(C=O)C=O)C(O)CCN(C=O)C=O,-966.427858,-966.494957,-966.683755
CCC(OC(=O)NC(C)=O)C(C=N)ON=O,-853.061331,-853.12876,-853.304802
CCC(ON=O)C(C=N)OC(=O)NC(C)=O,-853.061174,-853.127959,-853.304327
CC=NOC(CC)C(O)C=NN(C=O)C=O,-817.080809,-817.144844,-817.347675
CC=NOC(C=NN(C=O)C=O)C(O)CC,-817.079002,-817.147504,-817.34512
CC(=O)OCCC(O)C(O)C=NN(C(C)=O)C(C)=O,-990.923653,-990.994543,-991.245055
N=CC(OC(=O)NC=O)C(O)CCN=C=O,-851.96449,-852.027023,-852.188048
N=CC(O)C(CCN=C=O)OC(=O)NC=O,-851.965473,-852.028505,-852.189018
CCC(OC1=CNN=C1)C(O)C=NN(C(C)=O)C(C)=O,-988.010337,-988.082796,-988.338395
CCC(O)C(C=NN(C(C)=O)C(C)=O)OC1=CNN=C1,-988.00889,-988.080682,-988.337596
C=NOCCC(ONC=NC)C(O)C=N,-759.012711,-759.073506,-759.28681
C=NOCCC(O)C(C=N)ONC=NC,-759.017863,-759.080944,-759.291809
CN=C(OC(C=N)C(O)CC(O)O)N(C)C,-819.520204,-819.586988,-819.837259
CN=C(OC(CC(O)O)C(O)C=N)N(C)C,-819.529452,-819.59374,-819.847073
CCC(O)C(C=NN=C(C)N)OC(=O)OC(C)=O,-931.736568,-931.810076,-932.039985
CCC(OC(=O)OC(C)=O)C(O)C=NN=C(C)N,-931.733607,-931.805582,-932.03698
CN=C(N)OC(C=N)C(O)CCC(=N)N,-739.277874,-739.3423,-739.566675
CN=C(N)OC(CCC(=N)N)C(O)C=N,-739.279262,-739.34172,-739.568875
C=NOCCC(ON(C)C=NC)C(O)C=N,-798.318186,-798.385478,-798.620892
C=NOCCC(O)C(C=N)ON(C)C=NC,-798.297609,-798.363146,-798.600954
CN(C=N)OC(C=N)C(O)CCC(=O)O,-779.004371,-779.067051,-779.267968
CN(C=N)OC(CCC(=O)O)C(O)C=N,-779.005574,-779.066942,-779.269586
N=CC(O)C(CCC1=CNN=C1)ON=CN,-776.123805,-776.184123,-776.396081
N=CC(ON=CN)C(O)CCC1=CNN=C1,-776.11718,-776.178188,-776.389303
NC=NCCC(O)C(O)C=NN1CCOCC1,-837.71047,-837.77321,-838.04773
C=NOCCC(O)C(C=N)OC=NO,-739.615554,-739.675525,-739.847596
C=NOCCC(OC=NO)C(O)C=N,-739.604689,-739.663402,-739.836879
CCC(O)C(C=NC(=O)OC)OC=NO,-798.889433,-798.951718,-799.138572
CCC(OC=NO)C(O)C=NC(=O)OC,-798.888264,-798.952197,-799.138374
C=NOOC(C=N)C(CC)ONC(C)=O,-778.855838,-778.921244,-779.115196
C=NOOC(CC)C(C=N)ONC(C)=O,-778.860087,-778.924854,-779.119447
CCC(O)C(C=NC1=CN=CN1)OC(C)=NO,-835.32985,-835.397211,-835.617399
CCC(OC(C)=NO)C(O)C=NC1=CN=CN1,-835.330976,-835.395659,-835.618727
CC=NOCCC(OC(C)=NO)C(O)C=N,-818.239069,-818.303811,-818.530594
CC=NOCCC(O)C(C=N)OC(C)=NO,-818.235204,-818.30354,-818.526395
CCC(OOC=O)C(C=N)OC=NO,-759.493007,-759.551886,-759.711978
CCC(OC=NO)C(C=N)OOC=O,-759.488485,-759.549475,-759.707318
N=CC(OC1COOC1)C(O)CCC=NO,-838.065375,-838.126132,-838.346074
N=CC(O)C(CCC=NO)OC1COOC1,-838.068672,-838.13065,-838.348988
CCC(O)C(C=NOC(C)=O)OC(C)=N,-762.964019,-763.029173,-763.236933
CCC(OC(C)=N)C(O)C=NOC(C)=O,-762.972275,-763.037257,-763.245257
CNC(=O)OC(CC(N)(N)N)C(O)C=N,-776.448436,-776.511508,-776.739269
CNC(=O)OC(C=N)C(O)CC(N)(N)N,-776.443039,-776.507527,-776.733277
CC(C)=NCCC(O)C(O)C=NC1=NOC=C1,-819.258054,-819.322381,-819.557289
CC(=N)CCC(O)C(C=N)ON(C)C(C)=O,-782.353557,-782.419617,-782.669864
CC(=N)CCC(ON(C)C(C)=O)C(O)C=N,-782.357709,-782.423143,-782.673973
CC(=O)NC(=O)OC(CCOC(C)=O)C(O)C=N,-951.66503,-951.736446,-951.958058
CC(=O)NC(=O)OC(C=N)C(O)CCOC(C)=O,-951.663475,-951.733839,-951.956565
CCC(OOC=O)C(O)C=NOC,-705.331261,-705.388577,-705.555436
CCC(O)C(C=NOC)OOC=O,-705.328873,-705.387473,-705.552976
CCC(OO)C(C=N)OC1OCCO1,-744.662599,-744.719876,-744.919506
CCC(OC1OCCO1)C(C=N)OO,-744.657674,-744.715929,-744.914483
COCCC(O)C(C=N)OC=O,-630.216122,-630.271482,-630.438262
COCCC(OC=O)C(O)C=N,-630.219414,-630.272916,-630.441797
CC(=O)OCCC(O)C(O)C=NC1=CC=CC=C1,-861.295418,-861.360341,-861.602353
CCC(OOOC)C(O)C=NC1CCNO1,-839.182902,-839.247012,-839.485682
CCC(O)C(C=NC1CCNO1)OOOC,-839.185482,-839.251496,-839.487821
CC(=O)NC(=O)CCC(O)C(O)C=NN=C=O,-891.240132,-891.305927,-891.491902
CCC(ON=C=O)C(C=N)OC1=CN=CN=C1,-832.918783,-832.984224,-833.159196
CCC(OC1=CN=CN=C1)C(C=N)ON=C=O,-832.916611,-832.980961,-833.157277
CCC(OC1NCCCN1)C(C=N)ONC(C)=O,-877.005922,-877.075778,-877.372639
CCC(ONC(C)=O)C(C=N)OC1NCCCN1,-877.00884,-877.077651,-877.375463
CCC(O)C(C=NN(C)C(C)=O)ONC(C)=O,-857.604209,-857.672887,-857.92501
CCC(ONC(C)=O)C(O)C=NN(C)C(C)=O,-857.603091,-857.67212,-857.924176
CN(C)C(=O)CCC(OC1=CC=NN=C1)C(O)C=N,-912.761882,-912.829648,-913.086839
CN(C)C(=O)CCC(O)C(C=N)OC1=CC=NN=C1,-912.759738,-912.827782,-913.085436
CNC(=O)CCC(O)C(C=N)OC1CC1,-727.024622,-727.087451,-727.324862
CNC(=O)CCC(OC1CC1)C(O)C=N,-727.026875,-727.09311,-727.326984
N=CC(OC1=CC=NN1)C(O)CCC1=CON=C1,-872.211824,-872.273843,-872.484275
N=CC(O)C(CCC1=CON=C1)OC1=CC=NN1,-872.223575,-872.285909,-872.495719
N=CC(O)C(CCC1=NC=CC=N1)OC1=NC=CN=C1,-928.634774,-928.699483,-928.932503
N=CC(OC1=NC=CN=C1)C(O)CCC1=NC=CC=N1,-928.630825,-928.69651,-928.928406
CCC(O)C(C=NC1=CON=C1)OC1CCNO1,-894.445695,-894.510791,-894.752191
CCC(OC1CCNO1)C(O)C=NC1=CON=C1,-894.445812,-894.509932,-894.75224
N=CC(OC(=O)NC=O)C(O)CCC1=CC=CN=N1,-947.557381,-947.623857,-947.835199
N=CC(O)C(CCC1=CC=CN=N1)OC(=O)NC=O,-947.558132,-947.625339,-947.835676
CC(=O)N(N=CC(O)C(O)CCC(=O)OC=O)C(C)=O,-1064.982351,-1065.054706,-1065.284632
CN=C(N)CCC(O)C(O)C=NC(=O)NC(C)=O,-911.858184,-911.925744,-912.176637
CCN(OC(=O)OC=O)C(O)CN(C=O)C(C)=O,-987.553012,-987.621214,-987.820044
CCC(CN(C=O)C(C)=O)N(O)OC(=O)OC=O,-987.515938,-987.585254,-987.782496
CC(=O)N(ON(CC(N)N)C(C)O)C(C)=O,-835.539303,-835.603965,-835.843045
CC(=O)N(ON(O)C(C)CC(N)N)C(C)=O,-835.510986,-835.575,-835.814091
CC(=O)N(C=O)CC(O)N(O)CCC1=NC=CC=N1,-948.743842,-948.809959,-949.045534
CC(=O)N(C=O)CC(CCC1=NC=CC=N1)N(O)O,-948.694516,-948.76122,-948.995035
CCN(ON(C=O)C=O)C(O)CN1CCCCO1,-932.758661,-932.82372,-933.086679
CCC(CN1CCCCO1)N(O)ON(C=O)C=O,-932.719061,-932.786316,-933.046214
CN(C=N)CCN(O)C(O)CC=NO,-720.951996,-721.009434,-721.221464
CN(C=N)CCC(CC=NO)N(O)O,-720.9133,-720.972595,-721.182408
CC(O)N(CC(N)N)ON=N,-584.341139,-584.392903,-584.55633
CC(CC(N)N)N(O)ON=N,-584.297818,-584.348974,-584.513312
CCN(OC(=O)OC=O)C(O)CN(C)C=NC,-893.554593,-893.620315,-893.85171
CCC(CN(C)C=NC)N(O)OC(=O)OC=O,-893.511914,-893.577872,-893.808366
CC(=O)N(C)CCN(ON=CN)C(C)O,-760.286713,-760.349364,-760.585095
CC(=O)N(C)CCC(C)N(O)ON=CN,-760.248527,-760.309651,-760.546338
CCN(ON(C)C=NC)C(O)CC1=CON=C1,-836.408374,-836.474921,-836.717858
CCC(CC1=CON=C1)N(O)ON(C)C=NC,-836.370121,-836.43733,-836.678842
CCN(ON1CNC1)C(O)CNC=NC,-740.314029,-740.376095,-740.625137
CCC(CNC=NC)N(O)ON1CNC1,-740.271807,-740.332958,-740.582346
CC(O)N(CCN=CN)OC(=N)N,-661.830086,-661.885208,-662.082375
CC(CCN=CN)N(O)OC(=N)N,-661.792539,-661.849168,-662.044701
CN=C(ON(CCN=O)C(C)O)N(C)C,-760.205232,-760.26765,-760.501435
CN=C(ON(O)C(C)CCN=O)N(C)C,-760.165744,-760.23037,-760.461478
CC(O)N(CC(N)N)ONC=N,-623.655485,-623.708777,-623.901762
CC(CC(N)N)N(O)ONC=N,-623.616498,-623.670499,-623.86244
CCN(ON=N)C(O)COO,-624.024515,-624.076908,-624.212516
CCC(COO)N(O)ON=N,-623.982074,-624.035094,-624.17038
C=NOCCN(ON=O)C(C)O,-662.144887,-662.200787,-662.33854
C=NOCCC(C)N(O)ON=O,-662.09846,-662.154438,-662.291341
CC(=NO)ON(CCC(=O)O)C(C)O,-760.768899,-760.828887,-761.012347
CC(=NO)ON(O)C(C)CCC(=O)O,-760.732266,-760.790428,-760.975324
CCN(OC=NO)C(O)CC1=NOC=C1,-777.708274,-777.767007,-777.947211
CCC(CC1=NOC=C1)N(O)OC=NO,-777.66303,-777.723336,-777.900808
CC(O)N(CCN=O)ON=O,-622.837821,-622.890524,-623.00133
CC(CCN=O)N(O)ON=O,-622.795102,-622.846711,-622.958074
CC(C)=NCCN(O)C(O)CC=NO,-704.884468,-704.945484,-705.163449
CC(C)=NCCC(CC=NO)N(O)O,-704.851039,-704.913164,-705.12951
CC(O)N(CCC1=CC=NO1)OC=NO,-777.711257,-777.769622,-777.949735
CC(CCC1=CC=NO1)N(O)OC=NO,-777.676129,-777.735622,-777.914076
ON=CCC(O)N(O)CCN1CCNCC1,-799.534879,-799.595533,-799.866284
ON=CCC(CCN1CCNCC1)N(O)O,-799.499136,-799.560386,-799.829774
CN(C)CC(O)N(O)CCC=N,-591.56496,-591.620916,-591.834443
CN(C)CC(CCC=N)N(O)O,-591.518653,-591.574832,-591.787385
CC=NCC(O)N(CC)OC(=O)O,-685.558754,-685.615485,-685.79717
CC=NCC(CC)N(O)OC(=O)O,-685.516231,-685.575499,-685.753808
CCN(ON(C)C=O)C(O)CC#N,-664.416251,-664.473408,-664.64279
CCC(CC#N)N(O)ON(C)C=O,-664.381618,-664.439141,-664.607389
CC(O)N(CCN)OC1=CON=C1,-664.393351,-664.449158,-664.62136
CC(CCN)N(O)OC1=CON=C1,-664.360787,-664.415126,-664.588326
NC(N)C(O)N(O)CCN1CO1,-643.507499,-643.561205,-643.742114
NC(N)C(CCN1CO1)N(O)O,-643.466227,-643.519241,-643.70035
COC(=O)CCN(O)C(O)CC(C)=N,-724.858852,-724.918141,-725.127903
COC(=O)CCC(CC(C)=N)N(O)O,-724.815909,-724.875862,-725.084284
CCN(OC(=O)OC=O)C(O)CO,-741.402177,-741.457768,-741.604428
CCC(CO)N(O)OC(=O)OC=O,-741.359128,-741.415691,-741.560508
CCN(OC1=CC=NC=N1)C(O)CNC,-721.975288,-722.033732,-722.252456
CCC(CNC)N(O)OC1=CC=NC=N1,-721.936211,-721.99617,-722.212614
CC(O)N(CCC=N)OC1CCCOO1,-764.033265,-764.092199,-764.331529
CC(CCC=N)N(O)OC1CCCOO1,-763.996952,-764.055601,-764.294831
CC(=O)CC(O)N(O)CCC=O,-630.191214,-630.245348,-630.410811
CC(=O)CC(CCC=O)N(O)O,-630.149222,-630.204823,-630.368307
OOCCN(O)C(O)CC1=COC=N1,-759.495457,-759.549828,-759.716921
OOCCC(CC1=COC=N1)N(O)O,-759.457803,-759.513341,-759.678606
O=COCC(O)N(O)CCC1NCCN1,-780.199012,-780.256882,-780.489131
O=COCC(CCC1NCCN1)N(O)O,-780.147292,-780.20688,-780.4369
COCCN(O)C(O)CNC(C)=O,-686.746775,-686.804682,-687.010649
COCCC(CNC(C)=O)N(O)O,-686.705748,-686.762486,-686.968803
CC(O)N(CCC=O)OC1=CN=CN1,-702.562752,-702.618515,-702.796474
CC(CCC=O)N(O)OC1=CN=CN1,-702.523717,-702.579009,-702.756598
CCN(ON(C(C)=O)C(C)=O)C(O)CN=C=O,-892.364571,-892.430343,-892.637977
CCC(CN=C=O)N(O)ON(C(C)=O)C(C)=O,-892.325425,-892.392863,-892.597792
CC(=O)NCC(O)N(O)CCC1=NOC=C1,-817.106147,-817.167231,-817.376689
CC(=O)NCC(CCC1=NOC=C1)N(O)O,-817.065357,-817.127022,-817.335342
CCN(OC(=O)N(C)C)C(O)CC(=O)N(C)C,-858.842119,-858.91173,-859.188549
CCC(CC(=O)N(C)C)N(O)OC(=O)N(C)C,-858.790664,-858.860106,-859.136466
CCN(ON(C)C=O)C(O)CC1=CC=NN=C1,-835.264289,-835.32943,-835.551221
CCC(CC1=CC=NN=C1)N(O)ON(C)C=O,-835.228964,-835.294221,-835.515121
CCN(OC1=CNN=C1)C(O)CC1=CC=CN=N1,-852.31399,-852.376655,-852.597635
CCC(CC1=CC=CN=N1)N(O)OC1=CNN=C1,-852.271049,-852.33403,-852.554117
CC(O)N(CCC1CNO1)OC1=CON=C1,-816.95608,-817.018223,-817.225271
CC(CCC1CNO1)N(O)OC1=CON=C1,-816.920452,-816.981791,-817.189195
OC(CC1=NC=CC=N1)N(O)CCC1=COC=N1,-872.259715,-872.32129,-872.532803
ON(O)C(CCC1=COC=N1)CC1=NC=CC=N1,-872.21196,-872.274574,-872.483855
CC(O)N(CCC1=CN=CO1)OC1CCNCN1,-875.80313,-875.866305,-876.148138
CC(CCC1=CN=CO1)N(O)OC1CCNCN1,-875.76745,-875.831127,-876.111555
CC(=O)NC(=O)CNC(C=N)=NC(=O)OC=O,-906.141783,-906.209683,-906.358305
CC(=O)NC(=O)CN(C=N)C=NC(=O)OC=O,-906.140178,-906.205016,-906.356199
N=CC(=NN(C=O)C=O)NCO,-640.040938,-640.09378,-640.203539
N=CN(C=NN(C=O)C=O)CO,-640.042531,-640.095837,-640.205217
N=C(C=NC(=O)NC=O)NCN1CCNCC1,-831.559935,-831.622426,-831.85223
N=CN(C=NC(=O)NC=O)CN1CCNCC1,-831.559425,-831.620688,-831.851394
CNC(C=NON=C(C)C)=NNC=N,-678.758086,-678.820481,-679.001954
CC(C)=NON=CN(C)C=NNC=N,-678.74937,-678.812064,-678.993709
N#CCNC(=N)C=NOO,-525.383871,-525.433014,-525.50927
N#CCN(C=N)C=NOO,-525.378495,-525.427389,-525.503753
CNC(C=NC(N)=O)=NC#N,-543.7706,-543.822845,-543.917133
CN(C=NC#N)C=NC(N)=O,-543.761017,-543.811551,-543.907478
CNC(C=NC(=O)O)=NC(=O)NC=O,-753.479424,-753.537683,-753.654441
CN(C=NC(=O)O)C=NC(=O)NC=O,-753.478508,-753.536979,-753.654174
CNCNC(=N)C=NC1=CN=CC=N1,-640.557732,-640.614195,-640.783402
CNCN(C=N)C=NC1=CN=CC=N1,-640.555363,-640.611467,-640.780973
CNC(=O)N=CC(=N)NC(O)O,-641.297147,-641.353761,-641.48479
CNC(=O)N=CN(C=N)C(O)O,-641.291602,-641.348124,-641.479206
N=C(C=NNC=O)NCC(=O)O,-640.089723,-640.144081,-640.253153
N=CN(C=NNC=O)CC(=O)O,-640.079113,-640.133068,-640.242575
CNC(C=NC(C)=O)=NC1=CC=NN=C1,-698.539231,-698.59856,-698.756407
CC(=O)N=CN(C)C=NC1=CC=NN=C1,-698.542174,-698.600842,-698.759438
CNC(=O)CNC(C=N)=NNC=O,-659.490885,-659.547224,-659.696957
CNC(=O)CN(C=N)C=NNC=O,-659.486053,-659.539607,-659.691496
N=C(C=NC1=NC=CO1)NCC1NCO1,-735.64537,-735.702656,-735.864477
N=CN(C=NC1=NC=CO1)CC1NCO1,-735.650007,-735.706237,-735.869348
N=C(C=NC1OO1)NCC1CCONC1,-757.789334,-757.848012,-758.042509
N=CN(C=NC1OO1)CC1CCONC1,-757.768232,-757.825781,-758.021393
C=C(C=CC(=O)OC(C)=O)CC(=O)NC(C)=NO,-913.256844,-913.328146,-913.524032
C=C(CC=CC(=O)OC(C)=O)C(=O)NC(C)=NO,-913.266137,-913.335912,-913.533754
CNC(=O)C=C(C=CN(C=O)C(C)=O)CC(N)=O,-893.445843,-893.516986,-893.728157
CNC(=O)C=C(CC=CN(C=O)C(C)=O)C(N)=O,-893.436915,-893.509768,-893.718945
CC(=O)N(C=CC(=CC1=CC=NO1)CC(N)=O)C(C)=O,-969.608,-969.679271,-969.90185
CC(=O)N(C=CCC(=CC1=CC=NO1)C(N)=O)C(C)=O,-969.602413,-969.674487,-969.895811
C=CC(=CON=C(C)C)CC(=O)NC(N)=NC,-799.400954,-799.471955,-799.710837
C=CCC(=CON=C(C)C)C(=O)NC(N)=NC,-799.397071,-799.467825,-799.706927
C=C(C=CC(=O)NC(C)=O)CC(=O)NNC=N,-834.206,-834.272259,-834.470948
C=C(CC=CC(=O)NC(C)=O)C(=O)NNC=N,-834.208799,-834.2718,-834.473415
NC=NC=C(C=CC1=NOC=C1)CC(N)=O,-757.735592,-757.797629,-757.971528
NC=NC=C(CC=CC1=NOC=C1)C(N)=O,-757.723088,-757.784527,-757.958267
C=C(C=CC1=CN=CO1)CC(=O)NN=C(C)N,-797.035675,-797.099378,-797.301015
C=C(CC=CC1=CN=CO1)C(=O)NN=C(C)N,-797.023702,-797.085997,-797.289161
C=CC(=CC1CCCNN1)CC(=O)NC(N)=NC,-818.818059,-818.887328,-819.174431
C=CCC(=CC1CCCNN1)C(=O)NC(N)=NC,-818.808797,-818.876768,-819.165194
C=CC(=CON=C)CC(=O)NOOC,-722.294679,-722.354615,-722.512415
C=CCC(=CON=C)C(=O)NOOC,-722.292153,-722.353082,-722.509817
C=C(C=CC(C)=NO)CC(=O)NC1CCNOC1,-858.523842,-858.591888,-858.854444
C=C(CC=CC(C)=NO)C(=O)NC1CCNOC1,-858.519267,-858.587051,-858.849808
C=C(C=CC(C)=O)CC(=O)NNC,-611.291062,-611.350793,-611.530905
C=C(CC=CC(C)=O)C(=O)NNC,-611.284986,-611.343095,-611.525083
C=C(C=CC(=O)O)CC(=O)NOC,-667.113593,-667.171631,-667.316896
C=C(CC=CC(=O)O)C(=O)NOC,-667.108846,-667.16472,-667.312562
C=C(C=CC1CCNCO1)CC(=O)NO,-725.794779,-725.854535,-726.072032
C=C(CC=CC1CCNCO1)C(=O)NO,-725.789683,-725.846858,-726.067428
C=CC(=COOC)CC(=O)NNC(C)=O,-761.703348,-761.768261,-761.952419
C=CCC(=COOC)C(=O)NNC(C)=O,-761.697192,-761.764418,-761.946045
C=C(C=COO)CC(=O)NC1CCNN1,-741.787307,-741.849796,-742.052284
C=C(CC=COO)C(=O)NC1CCNN1,-741.779238,-741.837701,-742.044773
CNC(=O)C=CC(=CC(=O)N(C)C)CC(N)=O,-819.375228,-819.446495,-819.676068
CNC(=O)C=CCC(=CC(=O)N(C)C)C(N)=O,-819.371696,-819.44073,-819.672727
C=C(C=CC(=O)NC)CC(=O)NC1=COC=N1,-816.965968,-817.031895,-817.219777
C=C(CC=CC(=O)NC)C(=O)NC1=COC=N1,-816.962333,-817.025527,-817.216344
C=C(C=CC1=NC=CO1)CC(=O)NC1CCOO1,-876.038183,-876.100784,-876.308858
C=C(CC=CC1=NC=CO1)C(=O)NC1CCOO1,-876.033042,-876.097231,-876.3037
C=CC(=CC1=NC=CN1)CC(=O)NC1=CN=CN1,-814.112273,-814.172909,-814.374931
C=CCC(=CC1=NC=CN1)C(=O)NC1=CN=CN1,-814.104371,-814.166699,-814.366149
C=C(C=CC(=O)OC(C)=O)CC(=O)NC1=CN=CN=C1,-968.452664,-968.523574,-968.723758
C=C(CC=CC(=O)OC(C)=O)C(=O)NC1=CN=CN=C1,-968.445802,-968.516101,-968.716408
C=C(C=CC1CCOO1)CC(=O)NN(C(C)=O)C(C)=O,-991.785881,-991.859826,-992.113349
C=C(CC=CC1CCOO1)C(=O)NN(C(C)=O)C(C)=O,-991.780985,-991.853152,-992.108325
CN(C)C=C(N)C(OC1=CC=CC=C1)ON(C=O)C=O,-970.736886,-970.80917,-971.054129
CN(C)C(N)=CC(OC1=CC=CC=C1)ON(C=O)C=O,-970.746319,-970.816948,-971.063707
CN(C)C=C(N)C(ONC=N)OC(=N)N(C)C,-833.844112,-833.915049,-834.179108
CN(C)C(=N)OC(C=C(N)N(C)C)ONC=N,-833.841037,-833.910623,-834.176038
CN=NOC(O)C(N)=CN(C)CC1NO1,-775.04027,-775.101806,-775.30208
CN=NOC(O)C=C(N)N(C)CC1NO1,-775.047478,-775.108408,-775.3101
CN=C(C)NC(=CN(C)C)C(O)OC(N)=NC,-817.856442,-817.926987,-818.202443
CN=C(C)NC(=CC(O)OC(N)=NC)N(C)C,-817.851563,-817.922696,-818.197887
CNC(=N)OC(O)C(=CN(C)C)NC1=CC=NN=C1,-908.919877,-908.989152,-909.245272
CNC(=N)OC(O)C=C(NC1=CC=NN=C1)N(C)C,-908.928566,-908.997004,-909.253947
CC(=O)CN(C)C=C(N)C(O)OC=NO,-778.98332,-779.043993,-779.245173
CC(=O)CN(C)C(N)=CC(O)OC=NO,-778.980002,-779.043524,-779.241636
C=NCN(C)C=C(N)C(O)ON=C,-644.512417,-644.57021,-644.750977
C=NCN(C)C(N)=CC(O)ON=C,-644.520126,-644.578254,-644.758805
CN=C(C)CN(C)C=C(N)C(O)OC1=CN=CN1,-854.752904,-854.820649,-855.083315
CN=C(C)CN(C)C(N)=CC(O)OC1=CN=CN1,-854.764405,-854.832331,-855.094698
CC=NCN(C)C=C(N)C(O)OC1NCCCO1,-877.016144,-877.084752,-877.382776
CC=NCN(C)C(N)=CC(O)OC1NCCCO1,-877.023767,-877.090233,-877.391315
CC(=N)NC(=CN(C)CC#N)C(O)O,-682.712673,-682.773443,-682.959546
CC(=N)NC(=CC(O)O)N(C)CC#N,-682.709996,-682.771038,-682.95693
CC(=O)ONC(=CN(C)C)C(O)OC1=CC=CC=C1,-916.582512,-916.654729,-916.905343
CC(=O)ONC(=CC(O)OC1=CC=CC=C1)N(C)C,-916.586381,-916.655973,-916.909689
COC(=O)CN(C)C=C(N)C(O)OC(N)=O,-854.338599,-854.401481,-854.608961
COC(=O)CN(C)C(N)=CC(O)OC(N)=O,-854.342335,-854.406554,-854.612617
CN(C)C=C(NC1=CN=CN1)C(O)OC(N)=O,-851.460025,-851.52249,-851.738371
CN(C)C(=CC(O)OC(N)=O)NC1=CN=CN1,-851.469724,-851.532879,-851.748173
CN(C=C(N)C(O)OC(N)=O)CN1CNC1,-814.485446,-814.549385,-814.780982
CN(CN1CNC1)C(N)=CC(O)OC(N)=O,-814.494572,-814.558111,-814.79035
CN(C)C=C(NC1NO1)C(O)OC1=CC=NN1,-851.304669,-851.368983,-851.581765
CN(C)C(=CC(O)OC1=CC=NN1)NC1NO1,-851.319068,-851.38149,-851.596412
CN(C)C=C(NC1=CC=NN1)C(O)OC1=CN=CN=C1,-945.833744,-945.901629,-946.142227
CN(C)C(=CC(O)OC1=CN=CN=C1)NC1=CC=NN1,-945.834798,-945.904218,-946.143658
CN(C=C(N)C(O)OC(=O)OC=O)CC1=CN=CO1,-1004.573128,-1004.63922,-1004.837463
CN(CC1=CN=CO1)C(N)=CC(O)OC(=O)OC=O,-1004.585559,-1004.651428,-1004.849632
CC(=O)NC(=O)CN(C)C=C(N)C(O)OC(=O)NC=O,-1061.192061,-1061.264888,-1061.498218
CC(=O)NC(=O)CN(C)C(N)=CC(O)OC(=O)NC=O,-1061.208494,-1061.27885,-1061.514701
C=NOCC(C)=N,-341.883325,-341.925254,-342.014717
COC=NC(=O)NC=O,-491.282338,-491.328197,-491.40373
C=NOCC(=N)C=NC(=O)NC=O,-678.11545,-678.171833,-678.282868
CN=CNN=C(C)CNC=N,-510.138946,-510.193139,-510.355545
CN=CNN=C(C=N)CNC=N,-564.296879,-564.351083,-564.508588
